Scraped At,Top Section,Subcategory,Product Name,Brand (heuristic/listing),Price,Original Price,Discount,Rating (listing),Rating (detail),Reviews Count (listing),Reviews Count (detail),Target Audience,Availability,Seller,Product URL,Image URL (listing),Image URLs (detail),Short Description,Full Description,Breadcrumb,Page
2026-06-01 12:23:04,Men's Clothing,(All),KUNDAN SULZ GWALIOR Multi Cotton Blend Men's Unstitched Shirts & Trousers ( Pack of 2 ),KUNDAN,Rs. 492,"Rs. 1,299",62% Off,(1),5.0,1,0,Male,In Stock,,https://www.snapdeal.com/product/kundan-sulz-gwalior-multi-cotton/660447918916,,"https://g.sdlcdn.com/imgs/l/a/8/KUNDAN-SULZ-GWALIOR-Multi-Cotton-SDL639499315-1-354e5.png, https://g.sdlcdn.com/imgs/l/a/8/KUNDAN-SULZ-GWALIOR-Multi-Cotton-SDL639499315-2-0f916.jpg, https://g.sdlcdn.com/imgs/l/a/8/KUNDAN-SULZ-GWALIOR-Multi-Cotton-SDL639499315-3-90a3c.jpg, https://g.sdlcdn.com/imgs/l/a/8/KUNDAN-SULZ-GWALIOR-Multi-Cotton-SDL639499315-4-0ccec.jpg",,"KUNDAN SULZ GWALIOR
Fabric:Cotton Blend
Color:Multi
Type:Unstitched Shirts & Trousers
Product Width (cm):18
Wash Care:Hand Wash,Machine Wash
Size (m):3.45
Product length (cm):23
Gifting Option:Without Gift Box
Pattern:Solid
Season:Summer,Winter
Pack:Pack of 2
Pattern or Print Type:Solid
Shop By Occasion:Party,Work
Combo Product Colors:Navy Blue,Turquoise
Combo Product Details:Shirt & Trouser fabric
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL639499315",,1
2026-06-01 12:23:07,Men's Clothing,(All),KUNDAN SULZ GWALIOR Black Cotton Blend Men's Unstitched Blazer Piece ( Pack of 1 ),KUNDAN,Rs. 465,"Rs. 1,099",58% Off,,0.0,0,0,Male,In Stock,,https://www.snapdeal.com/product/kundan-sulz-gwalior-black-cotton/635247573161,,"https://g.sdlcdn.com/imgs/l/m/q/KUNDAN-SULZ-GWALIOR-Black-Cotton-SDL959972735-1-9475d.jpg, https://g.sdlcdn.com/imgs/l/m/q/KUNDAN-SULZ-GWALIOR-Black-Cotton-SDL959972735-2-aa356.jpg, https://g.sdlcdn.com/imgs/l/m/q/KUNDAN-SULZ-GWALIOR-Black-Cotton-SDL959972735-3-a8d88.jpg, https://g.sdlcdn.com/imgs/l/m/q/KUNDAN-SULZ-GWALIOR-Black-Cotton-SDL959972735-4-bb8d0.jpg, https://g.sdlcdn.com/imgs/l/m/q/KUNDAN-SULZ-GWALIOR-Black-Cotton-SDL959972735-5-72cbf.jpg, https://g.sdlcdn.com/imgs/l/m/q/KUNDAN-SULZ-GWALIOR-Black-Cotton-SDL959972735-6-a39c0.jpg",,"KUNDAN SULZ GWALIOR
Fabric:Cotton Blend
Color:Black
Type:Unstitched Blazer Piece
Product Width (cm):145
Wash Care:Hand Wash
Size (m):2
Product length (cm):200
Pattern:Striped
Season:Summer
Pack:Pack of 1
Pattern or Print Type:Striped
Shop By Occasion:Party
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL959972735",,1
2026-06-01 12:23:10,Men's Clothing,(All),ONLY VIMAL Navy Blue Polyester Men's Unstitched Pant Piece ( Pack of 1 ),ONLY,Rs. 502,"Rs. 1,599",69% Off,(1),4.0,1,0,Male,In Stock,,https://www.snapdeal.com/product/only-vimal-navy-blue-polyester/651033033074,,https://g.sdlcdn.com/imgs/k/z/e/ONLY-VIMAL-Navy-Blue-Polyester-SDL572330441-1-be535.jpg,,"ONLY VIMAL
Fabric:Polyester
Color:Navy Blue
Type:Unstitched Pant Piece
Product Width (cm):147
Size (m):1.2
Product length (cm):120
Pattern:Solid
Season:Summer,Winter,Autumn,Spring
Pack:Pack of 1
Pattern or Print Type:Solid
Shop By Occasion:Party,Work,Travel,Festive
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL572330441",,1
2026-06-01 12:23:13,Men's Clothing,(All),KUNDAN SULZ GWALIOR Multi Cotton Blend Unstitched Shirts & Trousers 1 Pant & 1 Shirt Pc For Men's,KUNDAN,Rs. 520,Rs. 999,48% Off,(20),4.0,20,0,Male,In Stock,,https://www.snapdeal.com/product/kundan-sulz-gwalior-multi-cotton/640427874234,,"https://g.sdlcdn.com/imgs/i/6/2/KUNDAN-SULZ-GWALIOR-Multi-Cotton-SDL118947046-1-694f8.jpg, https://g.sdlcdn.com/imgs/i/6/2/KUNDAN-SULZ-GWALIOR-Multi-Cotton-SDL118947046-2-85aa6.jpg, https://g.sdlcdn.com/imgs/i/6/2/KUNDAN-SULZ-GWALIOR-Multi-Cotton-SDL118947046-3-6a340.jpg, https://g.sdlcdn.com/imgs/i/6/2/KUNDAN-SULZ-GWALIOR-Multi-Cotton-SDL118947046-4-86abf.jpg, https://g.sdlcdn.com/imgs/i/6/2/KUNDAN-SULZ-GWALIOR-Multi-Cotton-SDL118947046-5-d5809.jpg, https://g.sdlcdn.com/imgs/i/6/2/KUNDAN-SULZ-GWALIOR-Multi-Cotton-SDL118947046-6-ad369.jpg",,"KUNDAN SULZ GWALIOR
Fabric:Cotton Blend
Color:Multi
Type:Unstitched Shirts & Trousers
Wear:Formals
Packs:Pack of 2
Product Width (cm):130
Wash Care:Normal Wash
Size (m):3.45
Product length (cm):345
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL118947046",,1
2026-06-01 12:23:16,Men's Clothing,(All),Raymond White Cotton Blend Unstitched Shirt pc,Raymond,Rs. 494,Rs. 999,51% Off,(26),3.9,26,0,Unspecified,In Stock,,https://www.snapdeal.com/product/raymond-white-cotton-blend-unstitched/665489132678,,"https://g.sdlcdn.com/imgs/k/j/v/Raymond-White-Cotton-Blend-Unstitched-SDL378643331-1-7c9ae.jpg, https://g.sdlcdn.com/imgs/k/j/v/Raymond-White-Cotton-Blend-Unstitched-SDL378643331-2-1630f.jpg, https://g.sdlcdn.com/imgs/k/j/v/Raymond-White-Cotton-Blend-Unstitched-SDL378643331-3-56e39.jpg, https://g.sdlcdn.com/imgs/k/j/v/Raymond-White-Cotton-Blend-Unstitched-SDL378643331-4-046c2.jpg, https://g.sdlcdn.com/imgs/k/j/v/Raymond-White-Cotton-Blend-Unstitched-SDL378643331-5-5a632.jpg",,"Raymond
Fabric:Cotton Blend
Color:White
Type:Unstitched Shirt pc
Wear:Formals
Disclaimer:Product color may slightly vary due to photographic lighting sources or your monitor settings.
SUPC: SDL378643331",,1
2026-06-01 12:23:20,Men's Clothing,(All),KUNDAN SULZ GWALIOR Blue Cotton Blend Men's Unstitched Shirt Piece ( Pack of 1 ),KUNDAN,Rs. 327,Rs. 799,59% Off,(11),4.3,11,0,Male,In Stock,,https://www.snapdeal.com/product/kundan-sulz-gwalior-blue-cotton/678996437172,,"https://g.sdlcdn.com/imgs/i/2/b/KUNDAN-SULZ-GWALIOR-Blue-Cotton-SDL924394509-1-19053.jpg, https://g.sdlcdn.com/imgs/i/2/b/KUNDAN-SULZ-GWALIOR-Blue-Cotton-SDL924394509-2-a7117.jpg, https://g.sdlcdn.com/imgs/i/2/b/KUNDAN-SULZ-GWALIOR-Blue-Cotton-SDL924394509-3-e421b.jpg, https://g.sdlcdn.com/imgs/i/2/b/KUNDAN-SULZ-GWALIOR-Blue-Cotton-SDL924394509-4-80782.jpg, https://g.sdlcdn.com/imgs/i/2/b/KUNDAN-SULZ-GWALIOR-Blue-Cotton-SDL924394509-5-fbcdc.jpg",,"KUNDAN SULZ GWALIOR
Fabric:Cotton Blend
Color:Blue
Type:Unstitched Shirt Piece
Product Width (cm):90
Size (m):2.25
Product length (cm):225
Gifting Option:Without Gift Box
Pattern:Solid
Season:Summer,Winter
Pack:Pack of 1
Pattern or Print Type:Solid
Shop By Occasion:Casual,Party
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
BIS/ISI License number:NA
BIS/ISI required:NA
SUPC: SDL924394509",,1
2026-06-01 12:23:23,Men's Clothing,(All),KUNDAN SULZ GWALIOR Multi Cotton Blend Unstitched Shirt pc,KUNDAN,Rs. 465,Rs. 999,53% Off,(49),3.8,49,0,Unspecified,In Stock,,https://www.snapdeal.com/product/kundan-sulz-gwalior-multi-cotton/668797963430,,"https://g.sdlcdn.com/imgs/h/j/5/KUNDAN-SULZ-GWALIOR-Multi-Cotton-SDL055311120-1-7c625.jpeg, https://g.sdlcdn.com/imgs/h/j/5/KUNDAN-SULZ-GWALIOR-Multi-Cotton-SDL055311120-2-a471b.jpeg, https://g.sdlcdn.com/imgs/h/j/5/KUNDAN-SULZ-GWALIOR-Multi-Cotton-SDL055311120-3-f7fc6.jpeg, https://g.sdlcdn.com/imgs/h/j/5/KUNDAN-SULZ-GWALIOR-Multi-Cotton-SDL055311120-4-37e9b.jpeg",,"KUNDAN SULZ GWALIOR
Fabric:Cotton Blend
Color:Multi
Type:Unstitched Shirt pc
Wear:Formals
Packs:Pack of 2
Wash Care:Normal Wash
Disclaimer:Product color may slightly vary due to photographic lighting sources or your monitor settings.
SUPC: SDL055311120",,1
2026-06-01 12:23:26,Men's Clothing,(All),KUNDAN SULZ GWALIOR Multi 100 Percent Cotton Unstitched Shirts & Trousers Pack Of 1 Pant & 1 Shirt Piece,KUNDAN,Rs. 721,"Rs. 1,899",62% Off,,0.0,0,0,Unspecified,In Stock,,https://www.snapdeal.com/product/kundan-sulz-gwalior-multi-100/640777996088,,"https://g.sdlcdn.com/imgs/i/a/9/KUNDAN-SULZ-GWALIOR-Multi-100-SDL139968661-1-f6c71.jpg, https://g.sdlcdn.com/imgs/i/a/9/KUNDAN-SULZ-GWALIOR-Multi-100-SDL139968661-2-03113.jpg, https://g.sdlcdn.com/imgs/i/a/9/KUNDAN-SULZ-GWALIOR-Multi-100-SDL139968661-3-48293.jpg, https://g.sdlcdn.com/imgs/i/a/9/KUNDAN-SULZ-GWALIOR-Multi-100-SDL139968661-4-9e78a.jpg, https://g.sdlcdn.com/imgs/i/a/9/KUNDAN-SULZ-GWALIOR-Multi-100-SDL139968661-5-3da29.jpg, https://g.sdlcdn.com/imgs/i/a/9/KUNDAN-SULZ-GWALIOR-Multi-100-SDL139968661-6-073a1.jpg",,"KUNDAN SULZ GWALIOR
Fabric:100 Percent Cotton
Color:Multi
Type:Unstitched Shirts & Trousers
Wear:Casual
Packs:Pack of 2
Wash Care:Normal Wash
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL139968661",,1
2026-06-01 12:23:31,Men's Clothing,(All),Maharaja Black Cotton Blend Men's Unstitched Shirt Piece ( Pack of 1 ),Maharaja,Rs. 356,"Rs. 2,000",82% Off,(6),4.0,6,0,Male,In Stock,,https://www.snapdeal.com/product/maharaja-black-cotton-blend-mens/8070451165360463372,,"https://g.sdlcdn.com/imgs/l/b/s/Maharaja-Black-Cotton-Blend-Men-SDL343164119-1-df8d2.jpg, https://g.sdlcdn.com/imgs/l/b/s/Maharaja-Black-Cotton-Blend-Men-SDL343164119-2-326a2.jpg, https://g.sdlcdn.com/imgs/l/b/s/Maharaja-Black-Cotton-Blend-Men-SDL343164119-3-af657.jpg",,"Maharaja
Fabric:Cotton Blend
Color:Black
Type:Unstitched Shirt Piece
Product Width (cm):89
Wash Care:Machine Wash
Size (m):2.25
Product length (cm):225
Gifting Option:Without Gift Box
Pattern:Checks
Season:Autumn
Pack:Pack of 1
Pattern or Print Type:Big Checks
Shop By Occasion:Festive
Weave Type:Woven
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL343164119",,1
2026-06-01 12:23:34,Men's Clothing,(All),Maharaja - Multicolor Linen Men's Unstiched Kurta ( Pack of 1 ),Maharaja,Rs. 781,"Rs. 3,000",74% Off,(32),3.9,32,0,Male,In Stock,,https://www.snapdeal.com/product/maharaja-multi-linen-unstiched-kurta/627943896395,,"https://g.sdlcdn.com/imgs/k/j/y/Maharaja-Multi-Linen-Unstiched-Kurta-SDL933918702-1-2b291.jpg, https://g.sdlcdn.com/imgs/k/j/y/Maharaja-Multi-Linen-Unstiched-Kurta-SDL933918702-2-6d3cc.jpg, https://g.sdlcdn.com/imgs/k/j/y/Maharaja-Multi-Linen-Unstiched-Kurta-SDL933918702-3-1fe76.jpg",,"Maharaja
Fabric:Linen
Color:Multicolor
Type:Unstiched Kurta
Product Width (cm):8
Size (m):2
Product length (cm):10
Pattern:Striped
Pack:Pack of 1
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL933918702",,1
2026-06-01 12:23:37,Men's Clothing,(All),Fabkart Grey Polyester Blend Men's Unstitched Pant Piece ( Pack of 1 ),Fabkart,Rs. 588,"Rs. 1,699",65% Off,(2),5.0,2,0,Male,In Stock,,https://www.snapdeal.com/product/fabkart-grey-polyester-blend-mens/668844779282,,https://g.sdlcdn.com/imgs/l/h/u/Fabkart-Grey-Polyester-Blend-Men-SDL650420531-1-27801.jpg,,"Fabkart
Fabric:Polyester Blend
Color:Grey
Type:Unstitched Pant Piece
Product Width (cm):145
Size (m):1.25
Product length (cm):125
Pattern:Checks
Season:Summer,Winter,Autumn,Spring
Pack:Pack of 1
Pattern or Print Type:Geometric
Shop By Occasion:Party,Work,Travel,Casual
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL650420531",,1
2026-06-01 12:23:40,Men's Clothing,(All),Maharaja Navy Blue Cotton Blend Men's Unstitched Kurta ( Pack of 1 ),Maharaja,Rs. 356,"Rs. 2,500",86% Off,(8),4.5,8,0,Male,In Stock,,https://www.snapdeal.com/product/maharaja-red-cotton-blend-mens/5188147442227388164,,"https://g.sdlcdn.com/imgs/l/b/y/Maharaja-Navy-Blue-Cotton-Blend-SDL545954486-1-9cf7e.jpg, https://g.sdlcdn.com/imgs/l/b/y/Maharaja-Navy-Blue-Cotton-Blend-SDL545954486-2-344b9.jpg, https://g.sdlcdn.com/imgs/l/b/y/Maharaja-Navy-Blue-Cotton-Blend-SDL545954486-3-58cfa.jpg",,"Maharaja
Fabric:Cotton Blend
Color:Red
Type:Unstitched Kurta
Product Width (cm):112
Wash Care:Machine Wash
Size (m):2.5
Product length (cm):250
Gifting Option:Without Gift Box
Pattern:Striped
Season:Autumn
Key Feature:Lightweight and Breathable Fabric
Pack:Pack of 1
Pattern or Print Type:Striped
Shop By Occasion:Festive
Weave Type:Woven
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL545954486",,1
2026-06-01 12:23:42,Men's Clothing,(All),Antique Fashion Multicolor Cotton Men's Unstitched Shirts & Trousers ( Pack of 1 ),Antique,Rs. 512,Rs. 999,49% Off,,0.0,0,0,Male,In Stock,,https://www.snapdeal.com/product/antique-fashion-multicolor-cotton-mens/620781969223,,"https://g.sdlcdn.com/imgs/l/n/a/Antique-Fashion-Multicolor-Cotton-Men-SDL404865945-1-a8a9c.jpg, https://g.sdlcdn.com/imgs/l/n/a/Antique-Fashion-Multicolor-Cotton-Men-SDL404865945-2-93dc1.jpg, https://g.sdlcdn.com/imgs/l/n/a/Antique-Fashion-Multicolor-Cotton-Men-SDL404865945-3-2102b.jpg",,"Antique Fashion
Fabric:Cotton
Color:Multicolor
Type:Unstitched Shirts & Trousers
Product Width (cm):125
Size (m):2.25
Product length (cm):250
Pattern:Solid
Season:Summer
Pack:Pack of 1
Pattern or Print Type:Solid
Shop By Occasion:Casual
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL404865945",,1
2026-06-01 12:23:45,Men's Clothing,(All),Kundan Multicolor Poly Blend Unstitched Shirts & Trousers Piece - Combo Of 2,Kundan,Rs. 520,"Rs. 1,499",65% Off,(10),3.6,10,0,Unspecified,In Stock,,https://www.snapdeal.com/product/kundan-multicolor-poly-blend-unstitched/683643897266,,"https://g.sdlcdn.com/imgs/b/f/t/Kundan-Multicolor-Poly-Blend-Unstitched-SDL548153783-1-3ac89.jpg, https://g.sdlcdn.com/imgs/b/f/t/Kundan-Multicolor-Poly-Blend-Unstitched-SDL548153783-2-cb824.jpg, https://g.sdlcdn.com/imgs/b/f/t/Kundan-Multicolor-Poly-Blend-Unstitched-SDL548153783-3-a6421.jpg",,"Disclaimer : Product color may slightly vary due to photographic lighting sources or your monitor settings.
Type : Unstitched Shirts & Trousers
Fabric : Poly Blend
SUPC: SDL548153783",,1
